1860.08.01|01-Aug-1860|USA|New York|Brooklyn|Swimming|M||Toe severed||40,65|-73,95|D
1860.12.26|26-Dec-1860|AUSTRALIA|New South Wales|The Domain, Sydney|Bathing|M||Lacerations to leg||-33,87|151,22|D
1862.05.05|05-May-1862|SOUTH AFRICA|KZN|Durban|Bathing|M||Lacerations||-29,86|31,03|D
1862.06.02|02-Jun-1862|SOUTH AFRICA|KZN|Durban Harbor||M||"Very severe wounds"||-29,86|31,03|D
1862.12.22|22-Dec-1862|NEW ZEALAND|North Island|Soldier's Point, Brick Bay, Auckland|Swimming|M|28|Right thigh and left foot severely bitten||-36,4|174,73|D
1863.01.10|10-Jan-1863|AUSTRALIA|New South Wales|"Bellynahinch" on the Manning River|Bathing|M|17|FATAL||-31,25|146,92|D
1863.02.05|05-Feb-1863|SOUTH AFRICA|KZN|Back Beach, Durban|Swimming, caught in strong backwash & disappeared|M|26|Shark caught 9 days later contained human remains thought to be those of Canham|3.2 m [10.5'] shark|-29,84|31,02|D
1863.03.05|05-Mar-1863|AUSTRALIA|Victoria|Brighton|Floating on back|M||Lacerations to right torso & ankle||-37,91|145|D
1863.12.14|14-Dec-1863|GUINEA|||Bathing near whaling ship (bark A. R. Tucker of New Bedford, Massachusetts)|M|18|FATAL "Most of leg torn away . . .  Buried on Island of DeLoss on the west coast of Africa"||9,95|-9,7|D
1864.08.12|12-Aug-1864|USA|New York|Mahattan|Swimming|M|13|Left thigh severely bitten||40,78|-73,97|D
1865.09.02|02-Sep-1865|USA|New York|Greenport Sound, Long Island|Swimming alongside the schooner Catherine Wilcox|M|17|Multiple lacerations||41,07|-72,95|D
1867.06.26|26-Jun-1867|CUBA|Villa Clara Province|Remedios|boat from ship Josephine capsized in squall|M||FATAL||22,49|-79,55|
1868.01.17|17-Jan-1868|VIETNAM|||A junk foundered|M||FATAL||14,06|108,28|
1868.05.13|13-May-1868|INDIA|Hoogly River|Ghat|Standing|M|35|FATAL, upper left thigh, groin & buttocks severely bitten, leg surgically amputated at the hip  |Identified as C. gangeticus by Dr. J. Fayrer|22,56|88,33|D
1868.09.01|01-Sep-1868|ITALY|Adriatic Sea|Trieste||F||FATAL|White shark|||D
1870.01.09|09-Jan-1870|AUSTRALIA|Queensland|Brisbane River|Bathing|M|17|Right thigh bitten||-27,59|152,83|D
1870.05.11|11-May-1870|INDIA|22ºN, 88ºE|Near Sobah Bazar|Bathing|M|40|3 lacerated irregular wounds on anterior left thigh||||D
1870.05.18|18-May-1870|INDIA|22ºN, 88ºE|Hatkolah, Ghat,|Bathing|M|39|4 irregular lacerated wounds on right arm||||D
1870.06.01|01-Jun-1870|INDIA|Hoogly River|Calcutta|Bathing / standing|M|40|Right foot & leg bitten, surgically amputated||22,36|88,09|D
1870.06.19|19-Jun-1870|INDIA|22ºN, 88ºE|Calcutta, Hoogly River at  one of the ghats|Bathing|M|40|Left arm bitten, developed gangrene, surgically amputated||22,57|88,36|D
1870.07.27|27-Jul-1870|USA|North Carolina|Smithville (now Southport), Brunswick County|Bathing|M||Foot bitten & toe severed||33,93|-78,02|D
1871.03.24|24-Mar-1871|INDIA|22ºN, 88ºE|Hoogly River at Multah|Bathing|M|30|FATAL, left thigh & buttock bitten, died of pneumonia 7 weeks later  ||||D
1872.02.26|26-Feb-1872|AUSTRALIA|Queensland|Bramble Reef|Wreck of the 150-ton brig Maria|||FATAL, some were taken by sharks||-18,4|146,71|
1872.11.24|24-Nov-1872|AZORES||||M||No injury, but according to Fosdyk, captain & crew were killed by sharks||38,72|-27,22|Q
1873.07.28|28-Jul-1873|USA|Maryland|Chester River|Fishing (Seining)|M||Leg severely bitten by netted shark. Lower leg surgically amputated PROVOKED INCIDENT||39,04|-76,27|P
1874.01.09|09-Jan- 1874|AUSTRALIA|New South Wales|Darling Harbor, Sydney|Bathing|M||Thigh  severely bitten||-33,87|151,2|D
1874.07.15|15-Jul-1874|USA|New York|Coney Island|Bathing|M||Lacerations to groin|68" shark|40,58|-73,99|D
1875.03.03|03-Mar-1875|NEW ZEALAND|North Island|Tauranga|Bathing|M|3|FATAL||-37,69|176,17|D
1875.08.10|10-Aug-1875|SOUTH AFRICA|KZN|Back Beach, Durban||||Press reported that shark  was caught with human remains in its gut, but  remains were those of a porpoise according to medical examiner|3 m shark|-29,84|31,02|Q
1876.02.06|06-Feb-1876|AUSTRALIA|Victoria|Albert Park in Port Phillip Bay|Bathing|M||FATAL, rescued by man on horseback, but died on the beach  ||-38,17|144,87|D
1876.05.14|14-May-1876|AUSTRALIA|New South Wales|Sydney Harbour|Swimming|M||FATAL||-33,85|151,2|D
1877.01.04|04-Jan-1877|SOUTH AFRICA|KZN|Durban|Body found floating next to his ship|M||Although his body was bitten by a shark/s, bruises on his neck & face suggested foul play & a shipmate taken into custody but no charges made||-29,86|31,03|Q
1877.03.11| 11-Mar-1877|FIJI|Viti Levu Island|Na Koro Vatu, Rewa River||M|15|Thigh severely bitten, femur exposed ||-17,85|178,01|D
1877.04.04|04-Apr-1877|AUSTRALIA|Victoria|Portarlington|Bathing|M||Thigh & foot bitten||-38,11|144,65|D
1877.09.15|15-Sep-1877|||Port Jackson|Fishing|M||No injury, pulled overboard by a shark that grabbed his coat|13' shark|38,87|-87,78|D
1877.12.12|12-Dec-1877|AUSTRALIA|New South Wales|Near Sydney|Washed overboard from the barque Mary Eady|M||FATAL||-33,87|151,21|D
1877.12.15|15-Dec-1877|AUSTRALIA|New South Wales|Peacock Point, Balmain, Sydney|Bathing|M|11|Leg severely bitten & later surgically amputated||-33,86|151,18|D
1878.02.13|13-Feb-1878|SOUTH AFRICA|Western Cape Province|Olifantbos Point|Wreck of the Union Steamship Company 982-ton iron steamer Kafir|M||FATAL, shark removed large part of his hip||||
1878.08.08|8-Aug-1878|USA|New York|Brooklyn|Swimming|M|14|FATAL||40,65|-73,95|D
1878.09.02|02-Sep-1878|SOUTH ATLANTIC OCEAN|Off the coast of West Africa||Boat with 5 men capsized while returning to the Amerique|M||FATAL, 2 were killed by shark. Du Val's leg was bitten but he survived||||
1878.11.17|17-Nov-1878|AUSTRALIA|New South Wales|Lane Cove River, Sydney Harbor |Bathing|M||Laceration to leg| a small shark|-33,83|151,16|D
1879.03.19|19-Mar-1879|NEW ZEALAND|North Island|Napier|Standing|M||FATAL||-39,49|176,91|D
1879.07.03|3-Jul-1879|USA|California|Los Angeles|Bathing|M||No details||34,05|-118,24|D
1879.11.15|15-Nov-1879|AUSTRALIA|New South Wales|Clarence Heads|Swimming|M||Thigh bitten||-29,58|153,28|D
1879.12.24|24-Dec-1879|INDIA|Andaman Islands|Port Blair|Swimming|M|23|FATAL|3 sharks|11,67|92,75|D
1880.01.03|03-Jan-1880|AUSTRALIA|New South Wales|Cooranbong|Bathing|F|13|Lacerations to leg||-33,08|151,45|D
1880.01.22|22-Jan-1880|AUSTRALIA|New South Wales|Chowder Bay, Sydney|Fishing|||No injury to occupants, shark rammed boat|12' chark|-33,83|151,26|B
1880.05.02.a|02-May-1880|INDIA||Panihati, 4 miles south of Barrackpore on the Hoogly River|Bathing|M|11|FATAL, right leg severed at mid-thigh, femur severed ||||D
1880.05.02.b|02-May-1880|INDIA||(Calcutta?)|Bathing in river|M||FATAL, left forearm & hand bitten, brachial artery severed, died of secondary hemorrhage 11 days later ||22,57|88,36|D
1880.05.14|14-May-1880|INDIA||Hoogly River|Bathing in river|F|60|Hands, forearm & left thigh lacerated, radial artery severed||23,41|88,38|D
1880.05.15|15-May-1880|INDIA||Ganges River||M|20|Left hand severed, arm & right calf injured||27,62|81,6|D
1880.08.08|08-Aug-1880|MOZAMBIQUE|||Swimming to retrieve a flannel|M||Legs severed FATAL||-18,67|35,53|D
1880.10.10|10-Oct-1880|AUSTRALIA|New South Wales|Bermagui|Traveling by boat|M||Disappeared, thought to have drowned or  taken by a sharks after entrails washed ashore||-36,43|150,08|Q
1880.11.25|25-Nov-1880|AUSTRALIA|Queensland|Petrie Bight, Brisbane River|Swimming|M|12|Feet bitten, surgically amputated FATAL|Bull shark|-20,92|142,7|D
1881.06.13|13-Jun-1881|USA|Alabama|Mobile Bay|Fell overboard|M|23|FATAL||30,79|-88,25|D
1881.08.12|12-Aug-1881|USA|Rhode Island|Providence|Swimming|M||No injury, overalls ripped by shark||41,82|-71,41|D
1881.09.05|05-Sep-1881|USA|North Carolina|Elizabeth City, Pasquotank County  |Bathing|M||FATAL, possible post-mortem bites||36,29|-76,25|D
1881.10.16|16-Oct-1881|USA|Florida|Pensacola Bay, Escambia County|Bathing|M|18|FATAL, shark involvement prior to death unconfirmed||30,42|-87,13|Q
1882.04.15|15-Apr-1882|AUSTRALIA|New South Wales|Lake Macquarie|Fishing|M||Unknown, he was "seized by a shark"||-33,09|151,59|D
1882.05.14|14-May-1882|AUSTRALIA|New South Wales|Millers Point|Fell overboard|M||Laceration to calf||-33,86|151,2|D
1882.12.03|03-Dec-1882|NEW ZEALAND|South Island|New Brighton|Restraining a beached shark|M||Hand severely nipped PROVOKED INCIDENT |4' to 5' shark|-43,51|172,73|D
1883.01.21|21-Jan-1883|AUSTRALIA|New South Wales|Iron Cove, Sydney|Bathing|M|37|FATAL||-33,86|151,16|D
1883.07.05|05-Jul-1883|GEORGIA||Savannah River |Fishing for sharks|M||Leg injured by hooked shark PROVOKED INCIDENT|7' shark|32,09|-81,1|P
1883.12.19|19-Dec-1883|AUSTRALIA|New South Wales|Parramatta River|Swimming|M|21|FATAL||-33,82|151,02|D
1884.01.14|14-Jan-1884|AUSTRALIA|South Australia|Port Pirie, Spencer Gulf, 230 km north of Adelaide|Fell overboard|F||FATAL|Said to involve 2 sharks|-34,93|138,6|D
1884.01.16|16-Jan-1884|SOUTH AFRICA|Eastern Cape Province|South Jetty, Port Elizabeth|Swimming|M||FATAL||-33,93|25,57|D
1885.03.28|28-Mar-1885|SOUTH AFRICA|KwaZulu-Natal|Kokstad District|Fishing|M||No injury to occupant, rammed oar in shark's mouth and it bit the oar |3 m [10'] shark|-30,55|29,43|D
1885.07.26.a|26-Jul-1885|USA|Hawaii|Kau District|Wreck of the schooner Pohoiki |M||FATAL||19,54|-155,67|
1885.07.26.b|26-Jul-1885|USA|Hawaii|Kau District|Wreck of the schooner Pohoiki |M||Left arm of one was bitten, the other man's torso was lacerated.||19,54|-155,67|
1885.08.17|17-Aug-1885|ATLANTIC OCEAN|||Fell or jumped overboard from the liner Rhynland|M||FATAL||-14,6|-28,67|D
1885.11.26|26-Nov-1885|AUSTRALIA|Western Australia|Bunbury|Bathing|M||Laceration to calf||-33,33|115,64|D
1886.01.01|01-Jan-1886|SOUTH AFRICA|Western Cape Province|Groot River|Swimming|M||Threw up his hands, shrieked and disappeared. Partial remains washed ashore the next day||-34,23|18,38|D
1886.01.26|26-Jan-1886|AUSTRALIA|Queensland||Diving alongsidethe steamship Ranelagh |M||Foot bitten||-20,92|142,7|D
1886.01.28|28-Jan-1886|SOUTH AFRICA|Eastern Cape Province|South Jetty, Port Elizabeth|Diving off jetty|M||Chest & buttocks bitten, left leg severed at knee||-33,93|25,57|D
1886.02.13.R|13-Feb-1886|AUSTRALIA|Victoria|Mordialloc|Fishing|M||No injury to occupants, shark shook boat "stem to stern"||-38,01|145,09|B
1886.06.02|02-Jun-1886|USA|Hawaii|Hamakua Homakua, Hawai'i|Fishing from shore, washed into the sea|F||The body of one woman had been bitten by a shark but it is not known if she was alive at the time, the other woman disappeared||21,39|-157,74|Q
1886.06.17|17-Jun-1886|AUSTRALIA|Queensland|Off Bribie Heads|Swimming after being washed overboard|M|18|FATAL||-20,92|142,7|D
1886.08.16|16-Aug-1886|USA|New Jersey|Shrewsbury River, Highlands|Clamming|M||No injury. They were chased by three sharks, one of which rammed their boat|3 m [10'] sharks|40,37|-73,98|B
1886.08.27|27-Aug-1886|USA|New Jersey|Sandy Hook Bay, Highlands|Netting menhaden, sharks caught in net|||No injury, sharks ripped net & bit boat PROVOKED INCIDENT||40,46|-74,04|P
1886.08.28|28-Aug-1886|USA| New Jersey|Shrewsbury River, Highlands||M||Shark attacked boat, shark killed & towed to shore|Shark was said to “have a very rough ½”-thick skin”|40,37|-73,98|B
1887.01.12|12-Jan-1887|SOUTH AFRICA|Eastern Cape Province|Mzimvubu River, 9.6 km from the sea|Swimming|M|13|FATAL, flesh removed hip to knee, calf & heel bitten ||||D
1887.01.20|20-Jan-1887|13º45'S, 27º20'W|||The passenger ship Kapuna was run down the ore carrier Ada Melmore|M||FATAL||||
1887.02.08|08-Feb-1887|SOUTH AFRICA|Western Cape Province|Blaauwberg||||Harpooned shark, bit boat, causing it to ship water. Boat reached shore in sinking condition PROVOKED INCIDENT|4.7 m [15.5'] shark|-33,76|18,47|P
1887.03.12|12-Mar-1887|AUSTRALIA|South Australia|Black Poin|Rowing a dinghy|||No injury to occupants|13' shark|-34,6|137,88|B
1887.10.18|18-Oct-1887|USA|Florida|Between Lake Worth & Biscayne Bay, near Hillsboro|Crossing inlet in a boat, seen fighting sharks with his oar, sharks smashed boat|M||FATAL||27,66|-81,52|D
1887.12.04|04-Dec-1887|AUSTRALIA|New South Wales|Ryde, Sydney (Estuary)||M||FATAL|12' to 14' shark|-31,25|146,92|D
1888.01.22|22-Jan-1888|AUSTRALIA|New South Wales|Sydney Harbor|Rowing|M||Shark bit boat, but no injury to occupant who swam ashore||-33,85|151,2|
1888.02.17|17-Feb-1888|NEW ZEALAND|South Island|Oamaru|Floating on his back|M||Arm severely lacerated, surgically amputated|Unknown, but the shark was caught and put on exhibition|-45,1|170,97|D
1888.06.24|24-Jun-1888|AUSTRALIA|Victoria|Port Melbourne|Fishing|||No injury to occupants, shark holed boat||-37,84|144,94|
1888.08.14|14-Aug-1888|CANADA|Off Sable Island||The steamships Thingvalla and Geiser collided|M||FATAL||||
1888.12.09|09-Dec-1888|AUSTRALIA|New South Wales|Iron Cove Bridge, Sydney (Estuary)|Swimming|M|11|FATAL||-31,25|146,92|D
1889.07.08|08-Jul-1889|AUSTRALIA|Victoria|Port Phillip|Fell into the water|M||FATAL ||-38,17|144,87|D
1889.07.21|21-Jul-1889|USA|Florida|Fernandina, Nassau County|Swimming|M||FATAL, calf bitten||30,63|-81,46|D
1889.07.27|  27-Jul-1889|USA|Texas|West Bay near Galveston |Fishing|M||Leg bitten|18' shark|29,25|-94,96|D
1889.11.16|16-Nov-1889|USA|Hawaii|Honlulu|Parachuted from balloon|M||Speculated that he was taken by a shark but most likely drowned||21,31|-157,86|Q
1889.11.23|23-Nov-1889|AUSTRALIA|Queensland|Bowen|Fell into the water|M||Unknown||-20,01|148,25|D
1890.02.25|25-Feb-1890|MALTA|Marsascala|Munxar Reef|Fishing boat with 4 men on board was rammed & capsized by  a shark, throwing all occupants into the water|M||FATAL, 2 men were lost, presumed taken by the shark||35,86|14,57|D
1890.05.14|14-May-1890|SOUTH AFRICA||Port Elizabeth||M||Forensic evidence indicated death resulted from drowning, his body was subsequently scavenged by a shark||-33,93|25,57|Q
1890.08.09|9-Aug-1890|USA|Connecticut|Bridgeport|Treading for clams|M||Severe lacerations to left arm.||41,17|-73,2|D
1891.03.10|10-Mar-1891|PARAGUAY|||Fleeing across a river|||FATAL||-23,44|-58,44|D
1891.06.11|11-Jun-1891|USA|Virginia|Hampton Roads|Fishing for sharks when he became entangled in net & fell overboard|M||Fatal, but death may have been due to drowning||36,79|-76,55|Q
1891.08.29|29-Aug-1891|USA|New Jersey|Off Longport, Atlantic County|Shooting sharks |M||Survived||39,31|-74,52|P
1892.03.02|02-Mar-1892|AUSTRALIA|New South Wales|Lake Macquarie|Fishing|M|21|Lacerations to calf by netted shark PROVOKED INCIDENT|12' shark|-33,09|151,59|P
1892.11.06|06-Nov-1892|AUSTRALIA|Queensland|Wellington Point, Brisbane|Swimming|F||Abrasions to left leg||-27,49|153,24|D
1892.12.15|15-Dec-1892|ATLANTIC OCEAN|||Fell overboard|M|15|FATAL||-14,6|-28,67|D
1893.05.17|17-May-1893|CUBA|Habana Province|Havana Harbor|His balloon crashed in the harbor|M||FATAL||23,12|-82,39|
1893.06.22|22-Jun-1893|NEW CALEDONIA||Noumea|a boat from the Russian ship Bay of Naples capsized|M||Shark involvement prior to death was not confirmed||-22,28|166,46|D
1894.06.25|25-Jun-1894|SOUTH AFRICA|Western Cape Province|Simons Town|Swimming after harpooned whale capsized boat|M||FATAL||-34,17|18,42|D
1894.06.29|29-Jun-1894|USA|Florida|Anastasia Island|Bathing|M||"Painfully injured" but no details||29,83|-81,28|D
1894.08.01|1-Aug-1894|USA|Florida|Jacksonville, Duval County|Swimming / floating on his back|M||Lacerations to thigh||30,33|-81,66|D
1894.08.21|21-Aug-1894|USA|New York|Woolsey's Point, East River|Swimming|F||No injury|5' shovelnose shark|42,65|-76,11|D
1894.11.29|29-Nov-1894|AUSTRALIA|New South Wales|Newcastle |Bathing|M|19|"Lost his arm"|10' to 12' shark|-32,92|151,75|D
1894.12.11|11-Dec-1894|USA|Florida|North Beach, St. Augustine|Fishing|M||Left leg bitten PROVOKED INCIDENT|12' shark|27,78|-80,41|P
1895.02.27|27-Feb-1895|AUSTRALIA|New South Wales |Sydney Harbor|Swimming|M|14|FATAL||-33,85|151,2|D
1895.04.23|23-Apr-1895|NEW ZEALAND|South Island|Oamaru|Swimming|M||Lacerations to foot||-45,1|170,97|D
1895.04.29|29-Apr-1895|SOUTH AFRICA|Eastern Cape Province|Mzimvubu River|"Crossing the river"|M|28|FATAL, right arm lacerated ||-30,78|29,3|D
1895.05.03|03-May-1895|NEW ZEALAND|South Island|Preservation Inlet|"Boat accident"|M||FATAL       Thigh bitten||-46,09|166,62|D
1895.05.21|21-May-1895|BAHAMAS|Bimini Islands|Off Gun Cay|Sea Disaster : Wreck of the Carrie E. Long|M||Heel bitten||||
1895.08.02|2-Aug-1895|USA|New Jersey|Raritan Bay|Fishing|M||Arm bitten||40,47|-74,18|D
1895.08.11|11-Aug-1895|USA|Rhode Island|Noyes Beach|Swimming|M|26|FATAL||41,58|-71,48|D
1895.09.18|18-Sep-1895|CUBA|Habana Province|Havana Harbor|Shipwreck|M||Probable drowning & scavenging||23,12|-82,39|
1895.11.16|16-Nov-1895|AUSTRALIA|New South Wales|Jervis Bay |Fishing|M||FATAL||-35,14|150,73|D
1895.12.09|09-Dec-1895|AUSTRALIA|New South Wales|West Balmain, Sydney|Bathing|M|14|FATAL||-33,86|151,18|D
1896.07.25|25-Jul-1896|USA|Hawaii|Kahului, Maui|Fishing|M|35|FATAL||20,89|-156,47|D
1896.11.01|01-Nov-1896|AUSTRALIA|Western Australia|Esperance|Boat swamped|M||FATAL||-33,86|121,89|D
1896.11.29|29-Nov-1896|AUSTRALIA|Western Australia|Albany|Swimming|M||FATAL||-35,02|117,88|D
1896.12.20|20-Dec-1896|NEW ZEALAND|North Island|Marine Parade, Napier, Hawke Bay|Bathing|M|26|FATAL, left arm severed at elbow,  right arm at wrist ||-39,5|176,92|D
1897.07.21|21-Jul-1897|SOUTH AFRICA|KZN|Back Beach, Durban|Wading after stray fish from seine netter’s catch|M||FATAL||-29,84|31,02|D
1897.09.06|06-Sep-1897|USA|South Carolina|Elliott Cut, Charleston County|Standing|M||Lacerations to lower leg||32,77|-79,99|D
1897.09.17|17-Sep-1897|USA|Rhode Island|Point Judith|Fishing|M||Lacerations to hand by netted shark PROVOKED INCIDENT|13'10" shark|41,37|-71,49|P
1897.10.15|15-Oct-1897|MEXICO|Vera Cruz|Vera Cruz Harbor|Diving|M||Minor injuries|Shark involvement unconfirmed|19,17|-96,13|Q
1898.07.15|15-Jul-1898|YEMEN |Aden|Outer Harbor|Swimming at side of small boat|M|24|FATAL, severe injuries to both arms & legs, 3 limbs surgically amputed & died after 3 days  ||||D
1898.08.22|22-Aug-1898|USA|New York|Prince's Bay, Staten Island|Swimming|M||Laceration to thigh||40,53|-74,2|D
1898.10.28|28-Oct-1898|USA|Hawaii|Off Kohala|Jumped overboard|M||FATAL||21,97|-159,38|D
1899.05.28|28-May-1899|PHILIPPINES|Negros |Escalante|Swimming|M||FATAL|Shark involvement unconfirmed|10,84|123,5|Q
1899.08.08.a|08-Aug-1899|EGYPT|Mediterranean Sea|Port Said|Bathing|M|13|Left leg bitten||31,26|32,29|D
1899.08.08.b|08-Aug-1899|EGYPT |Mediterranean Sea|Port Said|Bathing|M|19|Forearm, wrist & hand bitten||31,26|32,29|D
1899.08.08.c|08-Aug-1899|EGYPT |Mediterranean Sea|Port Said|Floating on his back|M|9|Back muscles torn away||31,26|32,29|D
1899.08.15|15-Aug-1899|USA|Florida|Trout River, Panama Park|Swimming|M|15|FATAL|3 m [10'] shark|30,39|-81,64|D
1899.12.19|19-Dec-1899|AUSTRALIA|Queensland|Tingalpa Creek|Fell into the water|M||bite to lower leg||-27,47|153,2|D
1900.01.28|  28-Jan-1900|AUSTRALIA|New South Wales|Lane Cove River, Sydney Harbor (Estuary)|Standing, gathering oysters|M||Right posterior thigh bitten||-31,25|146,92|D
1900.07.14|14-Jul-1900|USA|Hawaii|Makapu'u Point, O'ahu|Hunting seashells|M||Believed drowned. Uhlbrecht’s foot, and the pelvis & femur of another person recovered in gut of shark caught on 17-Aug-1900|3.6 m [11'9"] tiger shark|21,31|-157,65|Q
1900.08.21|21-Aug-1900|USA|North Carolina|Southport, Brunswick County|Bathing|M||Left hand lacerated||33,93|-78,07|D
1900.09.13|13-Sep-1900|USA|Rhode Island|Coddington Cove|Diving|M||No injury| |41,52|-71,32|D
1900.10.27|27-Oct-1900|SOUTH AFRICA|Western Cape Province|Woodstock Beach, Cape Town|Swimming|M||Probable drowning & scavenging||-33,92|18,45|Q
1900.11.14|14-Nov-1900|SOUTH AFRICA|Western Cape Province|Three Anchor Bay|Swimming|M|30|FATAL, legs severed||-33,91|18,4|D
1901.06.24|24-Jun-1901|PHILIPPINES|Island of Panay|Iliolo|Swimming|M||Left thigh stripped of flesh 4" above the knee ||11,32|122,54|D
1901.07.30|30-Jul-1901|SOUTH AFRICA|Western Cape Province|Windmill Beach|Swimming|M|29|Right leg bitten & ankle severed, right arm bitten, bones fractured & nearly severed FATAL|White shark|-34,2|18,47|D
